Title,Score,Name,Date,actions,text
" Goosebumps
",10,ichithgowdar,14 April 2022,"
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ","There are many scenes where you get goosebumps,best Indian film till date . Visuals are mind blowing .background music was awesome and the surprise in the last minute .was totally worth the wait . Expectations were blown away . Made for theatre experience."
" KGF Created History
",10,anandhan-63368,14 April 2022,"
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ",Excellent Direction Power Acting Deepful Dialogues Rocky on Fireeee KGF Created New Era in Indian Film Industry Let's Burn Theaters Together. Fireeeeeeee.
" A full powerpack flim
",10,bsanghvi-03776,14 April 2022,"
                    0 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ","The enimiesshown in trailer are different then they appear the its full of thriller and its a powerpack flim , yash did a marvelous job so did adhira aka sanjay dutt , what a movie . I recommend every one to watch its 1st and 2nd part."
" A Perfect Commercial Movie
",10,balubalu-78133,17 April 2022,"
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ",A perfect commercial movie U can expect everything It had been so many days that chater 1 had released but this definitely lives up to the expectations n hype If u liked chapter 1 u will like this more than that.
" It's no doubt India's best Action movie!!! Over the top Direction by Prashant Neel Sir outstanding performance by all the crew especially Yash, Sanjay Dutt and Raveena Tandon.
",10,arindamsinhadmr,14 April 2022,"
                    0 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ","Outstanding performance, cinematography, direction, acting, screenplay, action, bgm and CGI Can't believe it's a 100 crore budget movie cause it's giving the experience of 1000 crore one."
" Just one word ""INCREDIBLE""
",10,sanjaythalapathy,15 April 2022,"
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ",First of all the hype created by the first chapter alone was massive and to live upto that the movie has to be on par or even better than the first one and dare I say it's good because it is truly an incredible movie. Fantastic performance by Yash as no one would've been more suitable to play Rocky Bhai just like prabhas for baahubali. Ravi Basrur is the unsung hero of both the movies. Technically this is an amazing movie. If u miss the opportunity to watch this movie in theatres (IMAX RECOMMENDED) it's ur loss. Watch it no matter the ticket price as it's worth both ur time and money. Also there is a post credit scene do not miss it as it'll hint towards chapter 3.
" The movie which blow any mind is kgf chapter 2
",10,nikhil-62036,16 April 2022,"
                    0 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ","Everything is perfect....music, action, act, screening, story, ending etc. Everybody in the film has their own story beyond the main story. I appreciate the filmaker to give finish touch to every character, however their scene is short or big."
" Paisa Vasul Movie
",10,bhushanbbhadane,16 April 2022,"
                    0 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ",Its Blockbuster Movie Of 2022. We don't know when wow words come from mouth while watching a movie. The act is really nice. This movie make blockbuster record ever.
" Best movie ever
",10,vivektheking-61613,14 April 2022,"
                    0 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ","This is the best movie I have ever watched. You will not move here or there between movie. In the blood-soaked Kolar Gold Fields, Rocky's name strikes fear into his foes. While his allies look up to him, the government sees him as a threat to law and order, and Rocky must battle threats from all sides."
" Must Watch. Blockbuster Action, KGF Chapter 3 is in pipeline Yash and Sanjay Dutt acting is brillant. Will Definately cross 1500 crores.
",10,rishabhsaxena-12947,15 April 2022,"
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ","Must Watch. Blockbuster Action, KGF Chapter 3 is in pipeline Yash and Sanjay Dutt acting is brillant.

Will Definately cross 1500 crores.

Must Watch. Blockbuster Action, KGF Chapter 3 is in pipeline Yash and Sanjay Dutt acting is brillant.

Will Definately cross 1500 crores."
" Awesome movie
",10,sayeedahd-75968,14 April 2022,"
                    0 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ",Awesome movie don't want to spoil it witness it in theatres it contains all actions drama emotions full package of entertainment. Yash sanjay dutt all the characters have done great job.
" TOP NO 1 MOVIE IN INDIA FOR ME MORE THAN BAHUBALI 2
",10,swapnilheropanchal,14 April 2022,"
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ",KGF CHAPTER 2 is defination of how the story is bulid up to its greatest. Runtime 2:50 still when I was watching I felt like 5 or 4 hours it's true Story of KGF itself is masterpiece but in this chapter 2 no doubt bollywood not going to make this kind of masterpiece Story telling. Bar is set high true kgf fans know that if you are not kgf fan you will after watching this Rocking Star Yash whole movie is a tribute to him what level of acting one of most loved BGM is Fire just fire I can see whole movie without dialog only bgm it is key factor for success of KGF CHAPTER 1 and 2 other actors if I talked it will so much for writing Must Must Must watch In cinemas.
" Superbbbb
",10,preetranjansingh,14 April 2022,"
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ","Must watch this movie. Looks and story line is awesome . Best action .

What a great performance by Yash as Rocky and Sanjay Dutt as Adhira.. All actors performance and charater are best . What a story suspense . Best movie ever... Really excited for KGF chapter 3 ."
" Fire 🔥🔥🔥🔥🔥🔥🔥🔥
",10,mkverma-16613,14 April 2022,"
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ","Waiting for another history..because history returns # Rocky..you will be loving this movie because these movie totally expect a family culture exceptionally,go beyond it and empire the culture of kgf."
" Fadu action
",10,smpanchal-93856,14 April 2022,"
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ","Amazing action scenes🤜, Mind-blowing dialogues

kkkkkkkkggggggggfffffff 3 is remaining We are waiting for kgf 3 !!!!

Yash sir.

Amazing acting by sanjay dutt sir. And his look man, damn cool copy of ragnor lorthbrook amazing idea ....."
" an AWESOME ENTERTAINING MOVIE!!!
",10,dp-24920,18 April 2022,"
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ","All my expectations were satisfied and so will be yours.

Awesome dresses of the main lead YASH as Rocky. Awesome scenes.. Awesome acting of all actors."
" Rockyyyyyyy
",10,arcacs,16 April 2022,"
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ",Absolutely astonishing......has goosebumps in several occasions.......sad for rocky......losing wife and unborn child.............for all the foreign haters.....just shut your mouth if you dont understand our culture.
" DHAMEKADAARRR !!!! 🔥🔥
",10,deepesh_jena,16 April 2022,"
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ",Needless to say It was the BEST movie I have watched till date. Flaws are very difficult to find. The way Prashant sir has presented the story is uncomparable and wonderful He has succeeded in keeping the audience invested in the story and forcing to think what happens next after next. Everyone's acting dialogue delivery is superb adheeraa was a badass character created so far. Everything about the movie is awesome word will fall short. J recommend everyone to go atleast once and experience the masterpiece and magnum opus 🔥🔥🔥💯💯💯
" It's a CULT
",10,punkeshkumar-73781,16 April 2022,"
                    0 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ","This movie is one of the blue Diamond in the film and entertainment industry, as this movie justifies every min of its screen time. The characters were defined very precisely and each of them have done justice to their role. The protagonist (YASH) has not only amazed the viewers but also has tried to inculcate small small detailing in every min of the movie. The movie was high on adrenaline and was packed with power punched dialogues (which obviously would have made more sense in Kannada, than any other dubbed language). One of the finest in the movie industry."
" Kgf2
",10,nbhuvanjain,14 April 2022,"
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ","This is not just a movie it's India's pride outstanding cinematography,bgm,music, acting,story,screenplay overall this is monster hit do watch in theaters it's must watch. Next level movie unbelievable twists completely goosebumps filled through out the movie."
" Biggest Blockbuster of Indian Cinema
",10,premachildren,16 April 2022,"
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ",Best masterpiece I have ever seen on theatre. Every scene gives you goosebumps and full of suspenses and twists and turns. A bid applaud to the KGF team for this wonderful movie.
" one word epic
",10,bhanum-69672,14 April 2022,"
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ",What a movie man what a movie yash sanjay dut and raveena acting next level and prashanth neel direction what to say man what to say no one cant believe that this his 3rd film and im proud to say im a huge huge huge fan of yash from the day i was born epic speechless.
" KGF Chapter 2 super
",10,amalmadan,15 April 2022,"
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ",The most action packed and intense movie i have seen till now in history of Indian cinema this thing was literally . Storyline the sound the cinematography.
" All time blockbuster movie KGF 2
",10,mehataadityaprajwal,14 April 2022,"
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ","The level up indian movies has been boosted with this movie. Perfect action,cast,climax and the emotions with mother OMG god level movie. Never ever seen this type of movie. The acting,dialouges,bgm,songs theatre hall crashed. What a level of think of prashant Neel. Mindblowing!!!!"
" Kgf 2
",10,manojravichandra,17 April 2022,"
                    0 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ","Best movie in world cinema. ByMonika Rawal Kukreja It was only recently that I sat down to watch KGF part 1 and in all honesty, I didn't understand most of it. With a screenplay that was all over the place, characters getting introduced at a pace faster than a meteoroid's crash, and a story that picked up only post-interval, I was a bit lost too early on in the film. It was only Yash's introduction scene and his superlative performance that I thoroughly enjoyed. Also read: Prashanth Neel on KGF 3: 'If people love it, we could continue the franchise'"
" Sikhao kuch Bollywood
",10,trikumarking,16 April 2022,"
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ","This will go down as the greatest Indian films ever, Storyline was more sublime than ever Grand performance from Yash, bit illogical fights but yes anything comes under fiction and if you're getting a story like this then nothing comes close KGF 2 - surely A MASTERPIECE."
" Kgf masterpiece nhi hai monsterpiece hai🔥🔥
",10,vishalsmile-90801,14 April 2022,"
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ","Rocky is the only brand which was started in 1951,but established in 2018🔥,ruling the world cinema in 2022.

Everything is temporary but kgf and goosebumps are permanent.

Once in a lifetime movie!!we don't know when we gonna witness a presentation like this in upcoming years! Enjoy!!salute team for giving a wonderful monsterpiece!!!🔥🔥🔥"
" The true entertainer!
",10,ayushd-62604,14 April 2022,"
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ","Omg!hatfs off to the script writter,connected the dots pretty well and what a bonker in terms of action filmology,definitely,one the greatest of all times. This movie will surely be remembered for a long-long time in the Indian cinema.

The post credit scene just made my day...KGF 3 awaits!

Please stay at your seats till the very end of the presentation,surely your mind will be blown away!"
" The best Indian Movie ever made........ It's a must watch....... Best experience of Indian cinema... ❤❤
",10,poornagunmun,15 April 2022,"
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ",It's the best Indian movie ever made.... It's a must watch...... The best experience of Indian cinema............ No one can miss this.. Emotions overload.... Each and every character is perfect and.
" KGF2
",10,rakshitdadde,14 April 2022,"
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ",What a movie...I watched movie at morning 11 show now time is evening 6 still that all scenes are passing infornt of me...One of best movie I saw in my life ..🔥🔥
" Kgf chapter 2 is banger for Indian cinema!!⚡
",10,toshikbohra,15 April 2022,"
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ","Every actor in the movie played their role very magnificatly. Specially Sanju Baba he was the main reason for me to watch this movie in theatre ✨ , And another reason was Rocking Star Yash 🙌🏻⚡ superb acting he totally nailed the character."
" Kgf 2 🔥
",10,saivicky-03910,15 April 2022,"
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ",Kgf 2 was created one of the indian brand Nobody can touch this film 🔥🔥🔥 Yash swag Body language Attitude Dialogues Direction Screen play Characterization Visual effects Editing Mother sentiment This all are prefectly done in this movie Thanks to prashanth neel He is another rajamouli.
" Mrl
",10,rakeshpanwar-08590,14 April 2022,"
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ",Mind blowing movie forever.best movie in India Superb duper movie Outstanding movies on leter for this movie And no leter me for this movie This movies in really amazing.
" MONSTER Movie!
",10,waliapanav,16 April 2022,"
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ","We are finally proud to say a movie that can represent us anywhere in the world, a movie that Represents India's best CGI plus graphics, A movie that's hated by none.

Prashanth Neel and Yash Sir Did it!!!!💯🔥"
" No one will bore
",10,rittiksoninke,14 April 2022,"
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ",Mind blowing movie Really this move is best ever movie No one can bore for a sec Great work of actors and team I would like to wish a very good luck to this movie Hat's off yash We love you.
" Just awesome movie
",10,jigarkanaiyalal,18 April 2022,"
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ","I have watch this movie and its just awesome. The level acting is to good direction,action etc etc this is Indian greatest movie. KGF-2 is surly master Piese."
" Blockbuster 🔥🔥
",10,iambatmanprotectorofgotham,14 April 2022,"
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ","Goosebumps from start to end .💯🔥🔥 Entertainment at it's best , mass elevation never seen before . Best of recent times. Rocking star yash rocled the film with his performance."
" Make your expectations High
",10,elasr,17 April 2022,"
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ","Make all your expectations tooo high , it'll make up to it. I think this the only indian film with hell a lot of goosebump moments. Good work done by the cast and crew, and the background score just took away the movie to the next level. MUST WATCH."
" Greatest Indian movie ever made💥
",10,thejasholekoppa,14 April 2022,"
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ","If u have watched kgf 2 then u just watched the greatest Indian movie ever made.. It's just fantastic. It's a proud moment for all karnataka people. The visuals, BGM, Acting were just mind blowing. Prashant neel and team made karnataka proud.. Expectations for his upcoming movies become even higher.. It's a absolute masterclass💥"
" Op
",10,pallavitalukdar,17 April 2022,"
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ",Aksksksksksksjsjsjsjsjsjsjsjsjsjsjsjsjsjss official sjsjskskesejejejekekiejeejejsieieieiieoqpqpwoeiodiaksjdhdhdjdjdjdhddhdhdhdhdhdjewkwkwkeknsnsensjjwjsjejsjsjshajajsjsjdjdjdj.ekdmdmsjsjdjjssnjdjdkslxjrlzjsodjkjsjdjdhsjdkdndnamsmdmdkdkdkdkdlskskskwlkwkskwkwkwkwhwjswl.
" Best movie in the Bollywood
",10,babitadevid,17 April 2022,"
                    0 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ","I must tell you the best movie in the bollywood is kgf chapter 2 , or 1 . Tere is 24 hours watched kgf 2 and i am jaust thinking about sence in the movie. How death addhera , what about kgf, and what about 40 gram gold. Ohh i think I just tell non viewer something . So, if you have any questions so go check out movie now. What are you waiting for????"
" Watched 2nd Day 2nd Show!..
",10,murthyln,17 April 2022,"
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ","KGF CHAPTER 2 Is The Best Indian Cinema Ever!, Wonderful storyline, Biggest Action , Nervetaking BGM, Jaw Dropping Visuals, Breathtaking Emotions, Spine Tickling Comedy, Extraordinary Performance and Beautifully Narrated Story...Every Scene Every Dialogue and BGM syncs and Is 💯 Worth Watching On Big Screens!!...Left Short Of Words To Describe!!.. Best Cenematic Experience..., Will Watch It As Many Times As Possible!.."
" Best experience
",10,chengathir,17 April 2022,"
                    0 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ","If I couldn't watch the movie at theatre...i am very sad by that....but.. This not did it.... All of the moment is such a beautiful times in life...i agree that...And one more thing""if you miss the movie you miss the beautiest moment in the life...i hope you are all understood my feeling..."
" The GREAT ICONIC INDIAN MOVIE EVER........POWERFUL PEOPLE MAKE POWERFUL PLACE..
",10,ahmadishtiyaque-47260,15 April 2022,"
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ",Of the iconic movie of indian cinema plzz dont give negative reviews plzz give ratings of 10/10 its unbelievable movie of Indian cinema ever the action thriller drama emotion cinematography the background music all are awesome plzz go amd watch without blinking i love you yash.
" Moster
",10,rohitsh-87938,15 April 2022,"
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ",Damn Contrast level ...like WB movies. The vfx is awesome. Badass characters. Stunnig BGM. The proud of kannada film industry also india. Everything is awesome.
" Superb Experience
",10,nikhilsingh-76403,14 April 2022,"
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ","K. G. F chapter 2 is really a fabulous work of script writing and presentation of director, movie is lengthy but its strength is that you never untouched with a single shot. I recommend must watch rather than seeing bollywood worst concept of romance casting Salman and SRK.

I give 10 out of 10 for acting , direction , Script and for the audience touch."
" Salaam Rocky bhai
",10,singhmanish-38826,14 April 2022,"
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ",Movie is set to break all time indian records. The storyline is unpredictable and goosebumps throughout the movie. Full action on first half and the real story begins at second half .
" New Part should be written
",10,faizanji-09787,17 April 2022,"
                    0 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ","Amazing. But still the new chapter would be start. Rather thsan that the action hero, writer and directer should have to start a new story on this level."
" Mega² blockbuster
",10,mrlalitpun,16 April 2022,"
                    0 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ","Normally we want a good climax at end of each movie, but this movie is different here every scene give you goosebumps & every scene is a climax. You cannot rate thus movie, this is more level up that the rating stars. Extraordinary, fadd ke rakhdiya.🙏"
" Kamal kar diya
",10,aarushboy,17 April 2022,"
                    0 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ","Story, acting, cinematography and twists all were amazing. Movie was beyond my expectations, the cuts in action sequences were fantastic.

Well done Yash Bhai."
" It is lit 🔥
",9,sandeepkotipalli-07954,15 April 2022,"
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ","Ooooooh god !! Today i realised why kannadigas are calling Yash as ROCKING STAR........i wish could see this mv for 1st time The screenplay, cuts and sound effects deserves a standing ovation ....Goosebumps overloaded !"
" A prefect Indian movies eves
",10,suprabhatmohapatra,16 April 2022,"
                    0 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ",Screenplay and the dialogue level isn't comparable with others. The level of acting of each actor is mind-blowing. The starcast is more important to this type of movies and prasant Neel do that in such a way that no one can do that.
" Best movie...
",10,harishrn,16 April 2022,"
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ",This movie is very important for the revolution of Indian cinema. The Rocking star Yash performance is very fine. All other characters are given Equal space in the movie by the Director Prashanth Neel. Srinithi Shetty performance is very well matured from Kgf Chatper 1.
" Juste parfait
",10,raymondanttan,18 April 2022,"
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ","Meilleur film indien de cette décennie.

Un scénarios de qualité, Les prises de vue super, Générique incroyable... Un film parfait.

Ne pas oublié le chapitre 1!"
" ICONIC MOVIE
",10,bijoysasmal,14 April 2022,"
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ","Best of best flim full action, drama, dialogue, emotions, comedy fully entertaining flim. Rocking star Yash is OP hope all friends enjoy the KGF-2 great movie... this movie deserves flimfair, iifa awards."
" Kgf 2
",10,khanjan-02557,17 April 2022,"
                    0 out of 2 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ","What a moive know south moives beating Hollywood.

What a moive know south moives beating Hollywood.

What a moive know south moives beating Hollywood.

What a moive know south moives beating Hollywood."
" Pocket SIZED Dynamite
",10,jivanjotsing,15 April 2022,"
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ","Everything is top Notch in This Movie From dialogues To cinematography,Action,Suspense Background Music And vocals Is Superb I dont have words To express How good the Movie Was."
" I not expected that last scene.
",9,imranhossainsumon,15 April 2022,"
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ","After all mostly thanks KGF team, I had waited for the movie. Finally I(we) got. But I don't expected some scene, that's mostly last scene. Chapter 1 & 2 ratio wise chapter 1 was the best.

4 years gone, film should be made more historical."
" Best movie of the year.
",10,parihara-85499,14 April 2022,"
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ",This movie breaks all the record.every scene gives you goosebumps.the movie is full of action and suspense with emotions. This movie is a masterpiece.
" KGF 2 - A MASTERPIECE ""Rocky Bhai "" 💥💥
",10,sarkarsaurabh-50907,14 April 2022,"
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ","This will go down as the greatest Indian films ever, Storyline was more sublime than ever Grand performance from Yash, bit illogical fights but yes anything comes under fiction and if you're getting a story like this then nothing comes close KGF 2 - surely A MASTERPIECE."
" High level attitude
",10,gagangowda-99438,14 April 2022,"
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ","First of all hats off to Director Prashanth neel for making Large set movie and good content movie. He is the only person who makes all industries turn to Kannada industry. This is Pride movie of kannada industry. He proved that can do a good movie in low budget(comparing to other Big budget movie)

Yash Attitudes made me a Goosebumps movement in theatre Bhuvan gowda cinematography is awesome 👍 Ravi Basrur BGM is also good 👍"
" Jabardast
",10,terenaam-53900,16 April 2022,"
                    0 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ",Awesome movie hai bhai mtlb full paisa vasool. Rocky bhai OP . Mast character hai hai lekin rocky bhai jo bhi bolo parliament me ghusne wala scene bhi gajb Op hai lekin.
" Kgf chap 2
",10,aryantomar-67040,14 April 2022,"
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ",Best story telling Best direction Best acting Best bgm Overall whatttt...... a moooovie..... This is what Indian cinema want..... This movie is only for theatere..... Must watch movie.
" Once in a lifetime.
",10,srajanbshetty,14 April 2022,"
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ","KGF 2 Review: 'KGF:Chapter 1' set the tone for a slick gangster franchise-high on style and details. The first part was all about establishing the intentions and power of Raja Krishnappa Bairya aka Rocky Bhai. The second part has managed to create hype with its promotional content that gives a peek into the film. Does the film manage to match the build-up? It does and provides a better sequel and also has a big surprise for fans in the end, too.

The film begins with Vijayendra Ingalagi, the son of Anand Ingalagi, taking over as the narrator. Rocky has won over the people of KGF and he is now in the process of dreaming bigger and treading more dangerous paths. In this process, he encounters Adheera, who is inspired by the Vikings and evokes visceral fear, who wants KGF back. Simultaneously, he also has to encounter the righteous Prime Minister Ramika Sen, who also wants Rocky taken down."
" All Time Best, Blockbuster Movie
",10,sibasispanigrahi,15 April 2022,"
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ","Always Favourite Movie..Superb Action,Superb Direction,Superb Song...........................Mind Blowing Movie......My Life Best Movie.......... This Is A Masterpiece Movie 🔥🔥🔥🔥👌👌👌👌👌👏👏👏"
" India's biggest block buster
",10,donboscot,15 April 2022,"
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ","Racking star yash is back with tremendous power and what a making and screenplay as well as bgm. I think is there any other movie in Indian movie with enormous creativity, what have you done Prashanth neel sir."
" KGF 2 Super
",10,joelmasih-41709,17 April 2022,"
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ","This will go down as the greatest Indian films ever, Storyline was more sublime than ever Grand performance from Yash, bit illogical fights but yes anything comes under fiction and if you're getting a story like this then nothing comes close KGF 2 - surely A MASTERPIECE..."
" What A Kannada Movie
",10,shankaraips,14 April 2022,"
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ","Big big it's look like hollywood movie but it's much more than that.

I never seen these type movies anywhere..

Really awesome must watch guys...,.

... Bbbanajajajajjabahshahahahahahsgshshaj Ahhahahshsheheehajjajsjedjjdj Shehhshshajsjsjsjiei."
" A blokbuster Indian Cinema.....
",10,vankur-21405,15 April 2022,"
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ",A wothwatch movie which can blow your mind and make you forget about hollywood. The best thing about this movie was its direction and background music at each and every scene is mind blowing and sensational... Yash is no doubt a next emerging superstar. The way he carries the tough and angry look is very catchy. Sanjay dutt as adheera is amazing and Raveena as Ramika Sen has played an amazing role of a tough lady.
" KGF is not a movie, it is a brand🔥
",10,abh-33227,16 April 2022,"
                    0 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ","One of the finest movie of Indian film industry, must watch in theaters and Prashant Neel, what a director he is.... His vision is something no one can imagine......"
" Blockbuster Movie of the year 💙
",10,jaykothari-87421,18 April 2022,"
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ","Pls do watch this movie as it has all the scenes of action , thriller , comedy and many more, a wonderful acting by Yash and Sanjay dutt The best movie ever watched and deserves a lot more ❤🔥💯 #KGF 🔥"
" Masterpiece 🔥
",10,saritadevi-76456,14 April 2022,"
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ",If I'm not wrong this is the best movie i have ever seen unti now . Every scene of this movie is a masterpiece . And got the goosebumps in many scenes.
" Extraordinary Movie
",10,royalfinservdocs,16 April 2022,"
                    0 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ","One of the best movie for which I have been waiting for so long, what a performance by all the actors & actress who are part of this movie best music composition best action thriller best dialogue by Yash, Sanjay dutt sir also did fabulous job. I can't express my feelings to review this movie must watch movie. I insist don't download from website or any other portal this is only made for big screen go & watch it on theatre. Full Paisa Vasool Movie."
